Feature_Set,Model,feature,coefficient,importance,direction
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_GoldStd,,1.420635139218533,
LoL Core + Lane Matchups,CatBoost_reduced_default,SUPPORT_DmgTaken_Diff,,1.383391107663416,
LoL Core + Lane Matchups,CatBoost_reduced_default,JUNGLE_TotalGold_Diff,,1.2239398481542767,
LoL Core + Lane Matchups,CatBoost_reduced_default,BOTTOM_MinionsKilled_Diff,,1.1399069401618869,
LoL Core + Lane Matchups,CatBoost_reduced_default,MIDDLE_MinionsKilled_Diff,,1.090197011262202,
LoL Core + Lane Matchups,CatBoost_reduced_default,MIDDLE_TotalGold_Diff,,1.08565001953271,
LoL Core + Lane Matchups,CatBoost_reduced_default,JUNGLE_kills_Diff,,1.0347431383187056,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_TotalGold_avg,,1.0318635407631778,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_deaths,,1.0141344737332376,
LoL Core + Lane Matchups,CatBoost_reduced_default,TOP_DmgDealt_Diff,,0.9275338253572565,
LoL Core + Lane Matchups,CatBoost_reduced_default,BOTTOM_DmgDealt_Diff,,0.9107075386941064,
LoL Core + Lane Matchups,CatBoost_reduced_default,SUPPORT_DmgDealt_Diff,,0.9105100495000427,
LoL Core + Lane Matchups,CatBoost_reduced_default,BlueDragonKills,,0.9035443469344293,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_GoldStd,,0.9019190681013254,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_DmgDealt_sum,,0.8900608269854187,
LoL Core + Lane Matchups,CatBoost_reduced_default,BOTTOM_assists_Diff,,0.8341890577258005,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_KDA,,0.8275578985539485,
LoL Core + Lane Matchups,CatBoost_reduced_default,RedKills,,0.8258948066777915,
LoL Core + Lane Matchups,CatBoost_reduced_default,SUPPORT_MinionsKilled_Diff,,0.8152391227662233,
LoL Core + Lane Matchups,CatBoost_reduced_default,MIDDLE_DmgTaken_Diff,,0.7898747277222596,
LoL Core + Lane Matchups,CatBoost_reduced_default,SUPPORT_TotalGold_Diff,,0.7843234630015496,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_GoldStd,,0.7572394772732198,
LoL Core + Lane Matchups,CatBoost_reduced_default,Objective_Control_Index,,0.6720719837599213,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_TotalGold_sum,,0.6527430589630588,
LoL Core + Lane Matchups,CatBoost_reduced_default,TOP_TotalGold_Diff,,0.6517876643443447,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_TotalGold_sum,,0.605904562652261,
LoL Core + Lane Matchups,CatBoost_reduced_default,JUNGLE_DmgDealt_Diff,,0.5644818283579155,
LoL Core + Lane Matchups,CatBoost_reduced_default,JUNGLE_assists_Diff,,0.5643041340283554,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_kills,,0.5469353213468665,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_MaxGoldShare,,0.5369356104713502,
LoL Core + Lane Matchups,CatBoost_reduced_default,JUNGLE_DmgTaken_Diff,,0.5079274813808144,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_TeamKills,,0.5072541717898175,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_KDA,,0.5055401539252813,
LoL Core + Lane Matchups,CatBoost_reduced_default,Gold_Objective_Alignment,,0.48691827163449214,
LoL Core + Lane Matchups,CatBoost_reduced_default,TOP_MinionsKilled_Diff,,0.48369867169028713,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_DmgDealt,,0.47446890735710057,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_MaxGoldShare,,0.4656000682446465,
LoL Core + Lane Matchups,CatBoost_reduced_default,JUNGLE_MinionsKilled_Diff,,0.4507233567140121,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_Damage_per_Gold,,0.4444245930466863,
LoL Core + Lane Matchups,CatBoost_reduced_default,TOP_kills_Diff,,0.41374189850066084,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_Lead_Signal_Count,,0.4078166225140243,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_Damage_per_Gold,,0.39451004042460736,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_DmgTaken,,0.3841449551630947,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_TowerKills,,0.37812687854210175,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_DmgDealt_avg,,0.3735945547484852,
LoL Core + Lane Matchups,CatBoost_reduced_default,MIDDLE_assists_Diff,,0.3710195995677271,
LoL Core + Lane Matchups,CatBoost_reduced_default,BlueRiftHeraldKills,,0.36613768462397805,
LoL Core + Lane Matchups,CatBoost_reduced_default,TOP_DmgTaken_Diff,,0.35320195160608997,
LoL Core + Lane Matchups,CatBoost_reduced_default,MIDDLE_kills_Diff,,0.35222644975981754,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_TotalGold_avg,,0.34463139655974323,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_MaxGoldShare,,0.333843047998173,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_KDA,,0.2993073848134521,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_DmgTaken_sum,,0.2914376017654543,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_Damage_per_Gold,,0.2848973955427307,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_assists_sum,,0.28085330278944154,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_assists_avg,,0.2779911474067984,
LoL Core + Lane Matchups,CatBoost_reduced_default,BOTTOM_kills_Diff,,0.27715194671349913,
LoL Core + Lane Matchups,CatBoost_reduced_default,MIDDLE_deaths_Diff,,0.2710258813832547,
LoL Core + Lane Matchups,CatBoost_reduced_default,Kill_Objective_Alignment,,0.2682584649335743,
LoL Core + Lane Matchups,CatBoost_reduced_default,BOTTOM_deaths_Diff,,0.2645271689571101,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_deaths_sum,,0.2545913984883554,
LoL Core + Lane Matchups,CatBoost_reduced_default,SUPPORT_deaths_Diff,,0.2542394690258017,
LoL Core + Lane Matchups,CatBoost_reduced_default,RedRiftHeraldKills,,0.25271905076073764,
LoL Core + Lane Matchups,CatBoost_reduced_default,SUPPORT_assists_Diff,,0.25263608543075083,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_DmgDealt_avg,,0.21614748780747237,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_DmgDealt_sum,,0.21214926747709437,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_RiftHeraldKills,,0.19456927761835185,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_assists_sum,,0.1902509286420351,
LoL Core + Lane Matchups,CatBoost_reduced_default,TOP_assists_Diff,,0.18353453645354023,
LoL Core + Lane Matchups,CatBoost_reduced_default,BlueTowerKills,,0.1818303022829714,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_deaths_avg,,0.16484596891956707,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_assists,,0.16266272866602835,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_DmgTaken_avg,,0.15832447128213328,
LoL Core + Lane Matchups,CatBoost_reduced_default,BlueKills,,0.14691298765808106,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_DmgTaken_avg,,0.1357449064948254,
LoL Core + Lane Matchups,CatBoost_reduced_default,TOP_deaths_Diff,,0.12012614132734649,
LoL Core + Lane Matchups,CatBoost_reduced_default,SUPPORT_kills_Diff,,0.1119042167390473,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_assists_avg,,0.11115174724690148,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_deaths_avg,,0.07348247638700624,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_kills_sum,,0.06244031660174678,
LoL Core + Lane Matchups,CatBoost_reduced_default,RedTowerKills,,0.06056555015135159,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_kills_avg,,0.05728544257368909,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_DmgTaken_sum,,0.051830875779153726,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_kills_avg,,0.04508750675857139,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_deaths_sum,,0.04053310184925472,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_kills_sum,,0.030235068436018062,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_TurretDmgDealt_sum,,0.0,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_TurretDmgDealt_sum,,0.0,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_TurretDmgDealt_avg,,0.0,
LoL Core + Lane Matchups,CatBoost_reduced_default,Blue_TurretDamage_per_Gold,,0.0,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_TurretDmgDealt_avg,,0.0,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_TurretDmgDealt,,0.0,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_TurretDamage_per_Gold,,0.0,
LoL Core + Lane Matchups,CatBoost_reduced_default,RedBaronKills,,0.0,
LoL Core + Lane Matchups,CatBoost_reduced_default,Diff_BaronKills,,0.0,
LoL Core + Lane Matchups,CatBoost_reduced_default,BlueBaronKills,,0.0,
LoL Core + Lane Matchups,CatBoost_reduced_default,Red_TurretDamage_per_Gold,,0.0,
