row_index,Model,Actual,Prob_Blue,Pred_0_50
43898,CatBoost,1,0.9919879229892636,1
66367,CatBoost,1,0.7994489159115079,1
38007,CatBoost,0,0.6596260640026607,1
46297,CatBoost,0,0.06704933590746749,0
83782,CatBoost,1,0.6631882451517241,1
53289,CatBoost,1,0.7419484870788272,1
27574,CatBoost,1,0.5057035755985491,1
76694,CatBoost,0,0.5440196676447197,1
57355,CatBoost,1,0.8473769952354303,1
30097,CatBoost,1,0.6230231534527382,1
59043,CatBoost,0,0.10988821995800273,0
86760,CatBoost,0,0.20627552217749107,0
27460,CatBoost,1,0.1880665833267172,0
50969,CatBoost,0,0.24213062754383105,0
81723,CatBoost,1,0.6701526015917667,1
35568,CatBoost,1,0.5302200876874922,1
78127,CatBoost,1,0.5460397771945592,1
80676,CatBoost,1,0.8755899001218261,1
4451,CatBoost,0,0.17777203396153238,0
9608,CatBoost,1,0.6826018193677451,1
49350,CatBoost,1,0.4782322456613893,0
3133,CatBoost,0,0.026497284853465884,0
20675,CatBoost,1,0.4510054294376733,0
43069,CatBoost,1,0.7645269241172864,1
43034,CatBoost,0,0.27785122923093863,0
87419,CatBoost,1,0.9469252901759749,1
35105,CatBoost,0,0.7184098934615,1
61884,CatBoost,0,0.6205471819373295,1
57439,CatBoost,0,0.5135165119885577,1
3977,CatBoost,1,0.26379389660722335,0
12575,CatBoost,0,0.7751201972735278,1
86526,CatBoost,0,0.856846318045134,1
18866,CatBoost,1,0.5128498393573748,1
5756,CatBoost,0,0.3885875434638568,0
53008,CatBoost,0,0.38211915051807377,0
14105,CatBoost,1,0.659067128336923,1
28663,CatBoost,1,0.9927259755392541,1
32111,CatBoost,0,0.21808870039059214,0
46856,CatBoost,0,0.31101827334030985,0
71367,CatBoost,0,0.22116388059867623,0
50321,CatBoost,0,0.6829232965570758,1
36395,CatBoost,0,0.38216794673476184,0
80190,CatBoost,0,0.20331099925867022,0
60174,CatBoost,1,0.8215993177024542,1
76534,CatBoost,1,0.4345000449003565,0
83911,CatBoost,0,0.6715871689555196,1
67376,CatBoost,1,0.675202865347315,1
4564,CatBoost,0,0.4678033763882007,0
36362,CatBoost,0,0.30120949071117475,0
48722,CatBoost,0,0.4797162052231638,0
65557,CatBoost,1,0.3164595242801261,0
55463,CatBoost,1,0.8117375399825515,1
5857,CatBoost,1,0.6048552299643266,1
21926,CatBoost,1,0.06620165645223772,0
76800,CatBoost,0,0.19053863878916716,0
50019,CatBoost,1,0.7009507461976776,1
7583,CatBoost,0,0.44587351250219837,0
72693,CatBoost,1,0.4041518680091028,0
59685,CatBoost,1,0.9889751628649242,1
61513,CatBoost,1,0.3084400103716717,0
56696,CatBoost,1,0.5541821267489105,1
78400,CatBoost,1,0.6476307070264674,1
84568,CatBoost,1,0.42703212766420395,0
13782,CatBoost,1,0.6615171950815256,1
44966,CatBoost,1,0.2514829662177635,0
43780,CatBoost,1,0.8960597676332426,1
71856,CatBoost,0,0.45142117953266114,0
78402,CatBoost,1,0.892735214843879,1
30894,CatBoost,1,0.9920612357827214,1
34526,CatBoost,1,0.6123759216950315,1
22588,CatBoost,1,0.4717128986375507,0
63379,CatBoost,1,0.7376284991010894,1
1006,CatBoost,0,0.7582622971551518,1
50736,CatBoost,0,0.40238666797959216,0
33382,CatBoost,0,0.6151668357993388,1
