Model,FPR,TPR,Threshold
CatBoost,0.02961774146483805,0.2959451575262544,0.7843026744480822
CatBoost,0.029763641669098336,0.2959451575262544,0.7842770386340876
CatBoost,0.029763641669098336,0.29638273045507585,0.7841675933841389
CatBoost,0.030201342281879196,0.29638273045507585,0.7840992965316353
CatBoost,0.030201342281879196,0.2974037339556593,0.7835227810931246
CatBoost,0.03034724248613948,0.2974037339556593,0.7835203994476186
CatBoost,0.03034724248613948,0.2984247374562427,0.7831446971272035
CatBoost,0.030493142690399766,0.2984247374562427,0.7831167324343121
CatBoost,0.030493142690399766,0.2990081680280047,0.7826406980954728
CatBoost,0.030639042894660053,0.2990081680280047,0.7824608104546827
CatBoost,0.030639042894660053,0.30105017502917153,0.781272603840831
CatBoost,0.03078494309892034,0.30105017502917153,0.781270646835621
CatBoost,0.03078494309892034,0.30221703617269546,0.780657138145822
CatBoost,0.03107674350744091,0.30221703617269546,0.7806504523466569
CatBoost,0.03107674350744091,0.3023628938156359,0.7806481507196498
CatBoost,0.031222643711701196,0.3023628938156359,0.7806240166135427
CatBoost,0.031222643711701196,0.3033838973162194,0.7801130310286614
CatBoost,0.03136854391596148,0.3033838973162194,0.7801024365946916
CatBoost,0.03136854391596148,0.3042590431738623,0.7798593225960566
CatBoost,0.031514444120221766,0.3042590431738623,0.7798484618790668
CatBoost,0.031514444120221766,0.30498833138856474,0.7794778704696976
CatBoost,0.03166034432448205,0.30498833138856474,0.7793949252123348
CatBoost,0.03166034432448205,0.3055717619603267,0.7788491417767833
CatBoost,0.03180624452874234,0.3055717619603267,0.778527020355631
CatBoost,0.03180624452874234,0.3058634772462077,0.7784755110152756
CatBoost,0.031952144733002626,0.3058634772462077,0.7783797951545848
CatBoost,0.031952144733002626,0.30615519253208867,0.7780678384750569
CatBoost,0.0322439451415232,0.30615519253208867,0.7779527602992237
CatBoost,0.0322439451415232,0.30659276546091013,0.7774960031755924
CatBoost,0.032389845345783486,0.30659276546091013,0.7774917560535545
CatBoost,0.032389845345783486,0.30775962660443407,0.776586786581194
CatBoost,0.03253574555004377,0.30775962660443407,0.7764768186378255
CatBoost,0.03253574555004377,0.3090723453908985,0.7757180713729228
CatBoost,0.03268164575430406,0.3090723453908985,0.775557595914807
CatBoost,0.03268164575430406,0.3096557759626604,0.7753539511360441
CatBoost,0.03282754595856434,0.3096557759626604,0.7752677959744163
CatBoost,0.03282754595856434,0.3105309218203034,0.774717165347901
CatBoost,0.032973446162824625,0.3105309218203034,0.7746643830000356
CatBoost,0.032973446162824625,0.3115519253208868,0.7742546160436075
CatBoost,0.03311934636708491,0.3115519253208868,0.7742285586582415
CatBoost,0.03311934636708491,0.3118436406067678,0.7739668582463548
CatBoost,0.0332652465713452,0.3118436406067678,0.7738254567418544
CatBoost,0.0332652465713452,0.31228121353558924,0.7737704655987115
CatBoost,0.033411146775605485,0.31228121353558924,0.7737469813432813
CatBoost,0.033411146775605485,0.31242707117852975,0.7737464874914061
CatBoost,0.03355704697986577,0.31242707117852975,0.7735882986719709
CatBoost,0.03355704697986577,0.31257292882147025,0.7735627214897598
CatBoost,0.03370294718412606,0.31257292882147025,0.7734901870984338
CatBoost,0.03370294718412606,0.3131563593932322,0.7733176440223078
CatBoost,0.033848847388386345,0.3131563593932322,0.7730989633034057
CatBoost,0.033848847388386345,0.3135939323220537,0.7725855283523672
CatBoost,0.03414064779690692,0.3135939323220537,0.7724906064642955
CatBoost,0.03414064779690692,0.3146149358226371,0.7718203987752851
CatBoost,0.0342865480011672,0.3146149358226371,0.7718166381097591
CatBoost,0.0342865480011672,0.31563593932322054,0.7714729785593698
CatBoost,0.034432448205427485,0.31563593932322054,0.7714438237997007
CatBoost,0.034432448205427485,0.31665694282380397,0.7704520207633797
CatBoost,0.03457834840968777,0.31665694282380397,0.7703925163237397
CatBoost,0.03457834840968777,0.31826137689614936,0.7697170970763182
CatBoost,0.03472424861394806,0.31826137689614936,0.769711839732854
CatBoost,0.03472424861394806,0.3186989498249708,0.7696294400493656
CatBoost,0.03501604902246863,0.3186989498249708,0.7695766646264317
CatBoost,0.03501604902246863,0.3203033838973162,0.7683935789562331
CatBoost,0.03516194922672892,0.3203033838973162,0.768390186946935
CatBoost,0.03516194922672892,0.3226371061843641,0.7670084734760321
CatBoost,0.035307849430989205,0.3226371061843641,0.7669143396741244
CatBoost,0.035307849430989205,0.32292882147024504,0.7666622584341739
CatBoost,0.03545374963524949,0.32292882147024504,0.7666604667833845
CatBoost,0.03545374963524949,0.32307467911318555,0.7666379037719989
CatBoost,0.03559964983950978,0.32307467911318555,0.766632685553804
CatBoost,0.03559964983950978,0.32380396732788796,0.7660608453779014
CatBoost,0.03603735045229063,0.32380396732788796,0.7659134678853251
CatBoost,0.03603735045229063,0.3249708284714119,0.7651514144868815
CatBoost,0.03618325065655092,0.3249708284714119,0.7650226456866269
CatBoost,0.03618325065655092,0.3258459743290548,0.7644938216905937
CatBoost,0.036329150860811205,0.3258459743290548,0.7644202259253875
CatBoost,0.036329150860811205,0.3264294049008168,0.7642274361624443
CatBoost,0.03647505106507149,0.3264294049008168,0.7641830041105435
CatBoost,0.03647505106507149,0.3265752625437573,0.764094762882156
