feature,coefficient,importance,direction,feature_group,rank
PrimaryKeyStone_P9_8439,0.003325544079335859,0.003325544079335859,Blue-favored,setup_runes_spells,839
SummonerSpell1_P8_3,0.0033171945988363224,0.0033171945988363224,Blue-favored,setup_runes_spells,840
SummonerSpell2_P2_3,-0.0032982450306085764,0.0032982450306085764,Red-favored,setup_runes_spells,841
PrimaryKeyStone_P5_8360,0.003285621744862574,0.003285621744862574,Blue-favored,setup_runes_spells,842
SummonerSpell1_P2_7,-0.003280576398409609,0.003280576398409609,Red-favored,setup_runes_spells,843
BlueChamp_50,-0.003265691619398419,0.003265691619398419,Red-favored,champion_composition,844
PrimaryKeyStone_P4_8360,0.0032407710874606693,0.0032407710874606693,Blue-favored,setup_runes_spells,845
PrimaryKeyStone_P10_8021,0.003231822386810384,0.003231822386810384,Blue-favored,setup_runes_spells,846
SummonerSpell2_P9_32,-0.003227568681287295,0.003227568681287295,Red-favored,setup_runes_spells,847
BlueChamp_68,-0.003205329908815596,0.003205329908815596,Red-favored,champion_composition,848
SummonerSpell2_P2_1,0.0031732448406684155,0.0031732448406684155,Blue-favored,setup_runes_spells,849
PrimaryKeyStone_P6_8214,-0.0031355018811276,0.0031355018811276,Red-favored,setup_runes_spells,850
SummonerSpell2_P10_13,0.003120713459493077,0.003120713459493077,Blue-favored,setup_runes_spells,851
PrimaryKeyStone_P8_8021,-0.0030873179955923364,0.0030873179955923364,Red-favored,setup_runes_spells,852
Lane_P2_BOTTOM,0.0030387439148935108,0.0030387439148935108,Blue-favored,lane_position,853
PrimaryKeyStone_P9_8351,0.002957012903732888,0.002957012903732888,Blue-favored,setup_runes_spells,854
SummonerSpell1_P10_7,-0.0029394748845879776,0.0029394748845879776,Red-favored,setup_runes_spells,855
SummonerSpell2_P3_7,0.0029135759635117663,0.0029135759635117663,Blue-favored,setup_runes_spells,856
SummonerSpell2_P2_14,-0.0027621227513436064,0.0027621227513436064,Red-favored,setup_runes_spells,857
RedChamp_96,0.0027485762280965516,0.0027485762280965516,Blue-favored,champion_composition,858
deaths_P10,-0.002698367246096849,0.002698367246096849,Red-favored,player_level_stats,859
SummonerSpell1_P2_21,-0.0026257233876693735,0.0026257233876693735,Red-favored,setup_runes_spells,860
BlueChamp_266,-0.0026037706192793358,0.0026037706192793358,Red-favored,champion_composition,861
Lane_P10_TOP,-0.002521905158004722,0.002521905158004722,Red-favored,lane_position,862
SummonerSpell1_P4_32,-0.0025129341884249385,0.0025129341884249385,Red-favored,setup_runes_spells,863
SummonerSpell2_P3_1,0.0025100292090340444,0.0025100292090340444,Blue-favored,setup_runes_spells,864
SummonerSpell1_P7_3,0.00247405619247233,0.00247405619247233,Blue-favored,setup_runes_spells,865
PrimaryKeyStone_P10_8369,-0.002457188890133505,0.002457188890133505,Red-favored,setup_runes_spells,866
Lane_P6_JUNGLE,-0.002405674506824784,0.002405674506824784,Red-favored,lane_position,867
SummonerSpell1_P4_3,-0.0024046369077744345,0.0024046369077744345,Red-favored,setup_runes_spells,868
RedChamp_200,0.00237515813052529,0.00237515813052529,Blue-favored,champion_composition,869
SummonerSpell2_P4_13,0.0022543885601944646,0.0022543885601944646,Blue-favored,setup_runes_spells,870
Lane_P4_BOTTOM,0.0022294676226281627,0.0022294676226281627,Blue-favored,lane_position,871
BlueChamp_60,-0.002207982635815456,0.002207982635815456,Red-favored,champion_composition,872
SummonerSpell1_P9_1,0.002205772262194684,0.002205772262194684,Blue-favored,setup_runes_spells,873
RedChamp_20,0.002184475857651393,0.002184475857651393,Blue-favored,champion_composition,874
PrimaryKeyStone_P7_8229,0.0021693988254138153,0.0021693988254138153,Blue-favored,setup_runes_spells,875
SummonerSpell2_P8_7,0.002169130561809025,0.002169130561809025,Blue-favored,setup_runes_spells,876
PrimaryKeyStone_P3_8214,0.00216894185790921,0.00216894185790921,Blue-favored,setup_runes_spells,877
SummonerSpell2_P3_3,-0.002168651707016643,0.002168651707016643,Red-favored,setup_runes_spells,878
SummonerSpell2_P10_21,-0.002144106963646207,0.002144106963646207,Red-favored,setup_runes_spells,879
SummonerSpell2_P10_1,0.0021391879533252073,0.0021391879533252073,Blue-favored,setup_runes_spells,880
SummonerSpell2_P10_3,-0.00204893950095944,0.00204893950095944,Red-favored,setup_runes_spells,881
PrimaryKeyStone_P7_8214,-0.0020423689158705805,0.0020423689158705805,Red-favored,setup_runes_spells,882
SummonerSpell2_P9_21,0.0019774417896198777,0.0019774417896198777,Blue-favored,setup_runes_spells,883
PrimaryKeyStone_P7_8230,-0.0018719137523237495,0.0018719137523237495,Red-favored,setup_runes_spells,884
SummonerSpell2_P7_1,0.0018457071503725823,0.0018457071503725823,Blue-favored,setup_runes_spells,885
PrimaryKeyStone_P4_8214,0.0018260478346237069,0.0018260478346237069,Blue-favored,setup_runes_spells,886
PrimaryKeyStone_P10_8437,0.0018145834261186857,0.0018145834261186857,Blue-favored,setup_runes_spells,887
PrimaryKeyStone_P3_8351,-0.0018122874679654042,0.0018122874679654042,Red-favored,setup_runes_spells,888
BlueChamp_150,-0.0018078297389876362,0.0018078297389876362,Red-favored,champion_composition,889
SummonerSpell2_P1_12,-0.0018006296267848484,0.0018006296267848484,Red-favored,setup_runes_spells,890
PrimaryKeyStone_P7_8351,-0.0017690206364713017,0.0017690206364713017,Red-favored,setup_runes_spells,891
Lane_P1_JUNGLE,-0.0017611931423340097,0.0017611931423340097,Red-favored,lane_position,892
PrimaryKeyStone_P9_8360,0.0017437946749246605,0.0017437946749246605,Blue-favored,setup_runes_spells,893
SummonerSpell1_P10_3,-0.001684267827529841,0.001684267827529841,Red-favored,setup_runes_spells,894
SummonerSpell1_P3_21,-0.0016383738624452004,0.0016383738624452004,Red-favored,setup_runes_spells,895
Lane_P5_SUPPORT,0.0016121021824919983,0.0016121021824919983,Blue-favored,lane_position,896
RedChamp_888,-0.0015903651390825068,0.0015903651390825068,Red-favored,champion_composition,897
PrimaryKeyStone_P2_8021,0.0015176511090131159,0.0015176511090131159,Blue-favored,setup_runes_spells,898
PrimaryKeyStone_P6_8437,-0.001503198041096941,0.001503198041096941,Red-favored,setup_runes_spells,899
SummonerSpell1_P8_12,0.0014936885254596879,0.0014936885254596879,Blue-favored,setup_runes_spells,900
BlueChamp_80,-0.0014713579910270078,0.0014713579910270078,Red-favored,champion_composition,901
SummonerSpell1_P4_12,0.0014393798957763593,0.0014393798957763593,Blue-favored,setup_runes_spells,902
SummonerSpell2_P4_11,-0.0014352223727164045,0.0014352223727164045,Red-favored,setup_runes_spells,903
Lane_P2_SUPPORT,0.0013970778016173877,0.0013970778016173877,Blue-favored,lane_position,904
SummonerSpell2_P2_32,0.001359886083544557,0.001359886083544557,Blue-favored,setup_runes_spells,905
SummonerSpell1_P1_32,-0.0013015376031564124,0.0013015376031564124,Red-favored,setup_runes_spells,906
RedChamp_104,0.0012975426059952282,0.0012975426059952282,Blue-favored,champion_composition,907
SummonerSpell1_P9_13,-0.0012571941940475759,0.0012571941940475759,Red-favored,setup_runes_spells,908
RedChamp_134,-0.0012186653542517636,0.0012186653542517636,Red-favored,champion_composition,909
SummonerSpell1_P8_7,-0.0012131831542224625,0.0012131831542224625,Red-favored,setup_runes_spells,910
SummonerSpell2_P8_13,0.0011714446876937572,0.0011714446876937572,Blue-favored,setup_runes_spells,911
kills_P3,0.0010995228922566346,0.0010995228922566346,Blue-favored,player_level_stats,912
PrimaryKeyStone_P1_8351,-0.0010637110482397203,0.0010637110482397203,Red-favored,setup_runes_spells,913
RedChamp_85,-0.0010066355915026941,0.0010066355915026941,Red-favored,champion_composition,914
PrimaryKeyStone_P4_8005,-0.0009838846964565955,0.0009838846964565955,Red-favored,setup_runes_spells,915
RedChamp_893,0.0009759587511895638,0.0009759587511895638,Blue-favored,champion_composition,916
RedChamp_166,-0.0009507733727592121,0.0009507733727592121,Red-favored,champion_composition,917
SummonerSpell1_P1_7,-0.0009205276936096586,0.0009205276936096586,Red-favored,setup_runes_spells,918
Lane_P8_MIDDLE,0.0009030343947773994,0.0009030343947773994,Blue-favored,lane_position,919
SummonerSpell1_P2_4,-0.000892648488567695,0.000892648488567695,Red-favored,setup_runes_spells,920
BlueChamp_111,-0.0007347986172302592,0.0007347986172302592,Red-favored,champion_composition,921
SummonerSpell2_P6_11,0.0007033460128294043,0.0007033460128294043,Blue-favored,setup_runes_spells,922
SummonerSpell2_P4_12,-0.0006928950534959873,0.0006928950534959873,Red-favored,setup_runes_spells,923
PrimaryKeyStone_P7_8005,-0.0005805578109434647,0.0005805578109434647,Red-favored,setup_runes_spells,924
PrimaryKeyStone_P2_8369,-0.0005637133467650257,0.0005637133467650257,Red-favored,setup_runes_spells,925
BlueChamp_221,0.000521469039283843,0.000521469039283843,Blue-favored,champion_composition,926
BlueChamp_56,-0.0005107831465600642,0.0005107831465600642,Red-favored,champion_composition,927
Lane_P5_MIDDLE,0.000496304446870251,0.000496304446870251,Blue-favored,lane_position,928
SummonerSpell2_P8_14,0.0004840618992328179,0.0004840618992328179,Blue-favored,setup_runes_spells,929
PrimaryKeyStone_P3_8128,-0.00046976548022986274,0.00046976548022986274,Red-favored,setup_runes_spells,930
SummonerSpell1_P10_6,-0.0004344754739117682,0.0004344754739117682,Red-favored,setup_runes_spells,931
Lane_P3_MIDDLE,0.0004019185923470036,0.0004019185923470036,Blue-favored,lane_position,932
SummonerSpell1_P3_7,-0.00036091518236723845,0.00036091518236723845,Red-favored,setup_runes_spells,933
RedChamp_150,0.0003512344925322525,0.0003512344925322525,Blue-favored,champion_composition,934
SummonerSpell2_P6_12,0.0003484214234120904,0.0003484214234120904,Blue-favored,setup_runes_spells,935
RedChamp_32,-0.0003364882308131809,0.0003364882308131809,Red-favored,champion_composition,936
Diff_deaths,-0.00022378440635844002,0.00022378440635844002,Red-favored,aggregate_difference,937
RedChamp_5,0.0001599091572008929,0.0001599091572008929,Blue-favored,champion_composition,938
BlueChamp_28,0.0001372221703115711,0.0001372221703115711,Blue-favored,champion_composition,939
RedChamp_895,0.00010887494582124179,0.00010887494582124179,Blue-favored,champion_composition,940
SummonerSpell2_P10_6,0.00010398567605042032,0.00010398567605042032,Blue-favored,setup_runes_spells,941
SummonerSpell2_P6_1,-7.17240071542342e-05,7.17240071542342e-05,Red-favored,setup_runes_spells,942
RedChamp_910,6.306578203329212e-05,6.306578203329212e-05,Blue-favored,champion_composition,943
RedChamp_421,5.922230848529825e-05,5.922230848529825e-05,Blue-favored,champion_composition,944
BlueChamp_888,-1.0189770820031217e-05,1.0189770820031217e-05,Red-favored,champion_composition,945
PrimaryKeyStone_P5_8005,4.63115121356036e-06,4.63115121356036e-06,Blue-favored,setup_runes_spells,946
Diff_BaronKills,0.0,0.0,Blue-favored,aggregate_difference,947
TurretDmgDealt_P10,0.0,0.0,Blue-favored,player_level_stats,948
TurretDmgDealt_P1,0.0,0.0,Blue-favored,player_level_stats,949
TurretDmgDealt_P8,0.0,0.0,Blue-favored,player_level_stats,950
TurretDmgDealt_P9,0.0,0.0,Blue-favored,player_level_stats,951
RedBaronKills,0.0,0.0,Blue-favored,objective_counts,952
BlueBaronKills,0.0,0.0,Blue-favored,objective_counts,953
TurretDmgDealt_P7,0.0,0.0,Blue-favored,player_level_stats,954
TurretDmgDealt_P6,0.0,0.0,Blue-favored,player_level_stats,955
TurretDmgDealt_P3,0.0,0.0,Blue-favored,player_level_stats,956
TurretDmgDealt_P2,0.0,0.0,Blue-favored,player_level_stats,957
TurretDmgDealt_P5,0.0,0.0,Blue-favored,player_level_stats,958
TurretDmgDealt_P4,0.0,0.0,Blue-favored,player_level_stats,959
